,angDist,kepid,source_id,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,tm_designation,ra_kic,dec_kic,kepmag,teff,teff_err1,teff_err2,teff_prov,logg_gk,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,kepoi_name,planet?,relative_parallax_err,Teff,logg_mc,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag,jz
36593,0.085148,10979384.0,2.128958393201282e+18,293.63074694261,0.0202,48.49353813234,0.0231,1.3331,0.0242,-1.051,0.043,-9.069,0.043,157910.0,27.5101,12.692339,87453.0,108.704,12.996952,102116.0,75.7305,12.239182,0.75777,10.68,0.96,5968.0,1.2643,0.605,1.74,3.475,b'2MASS J19343137+4829369',293.63074,48.493599,12.721,6161.0,80.0,-80.0,b'SPE68',4.129,0.168,-0.126,b'SPE68',0.14,0.15,-0.15,b'SPE68',1.614,0.293,-0.325,1.281,0.107,-0.143,b'DSEP',0.0,0.0,0.0,11.722,11.465,11.469,b'N/A',b'none',0.01815317680594104,6052,4.3,1.1231,9.568999999999999,0.22699999999999998,516.77,0.491,0.3701,0,---,1.4248814834361858
36594,0.09316,10979438.0,2.1288611508420933e+18,293.6554210469,0.0194,48.4087517079,0.0215,4.9281,0.0233,26.552,0.04,20.537,0.04,338834.0,170.15,11.8634,169419.0,374.476,12.278982,239474.0,332.027,11.313772,0.96521,-20.5,0.61,5340.38,0.109,0.054,0.89,0.574,b'2MASS J19343725+4824311',293.65521,48.408661,11.889,5505.0,74.0,-82.0,b'SPE68',4.555,0.012,-0.108,b'SPE68',0.21,0.1,-0.2,b'SPE68',0.871,0.105,-0.035,0.992,0.029,-0.082,b'DSEP',0.0,0.0,0.0,10.663,10.34,10.267,b'N/A',b'none',0.004727988474259857,5352,4.46,0.9256,8.55,0.015,17083.32,1.198,0.6484,0,---,1.150389402139885
36700,0.072901,11017334.0,2.131595056443344e+18,284.92669045569,0.0215,48.5124287074,0.0243,5.3581,0.0245,20.011,0.05,-23.706,0.048,142893.0,29.5517,12.800838,58485.5,78.0324,13.433768,121624.0,107.248,12.049368,1.3844,-90.49,1.78,4893.67,0.635,0.3155,0.66,0.222,b'2MASS J18594237+4830451',284.92657,48.51255,12.778,4452.0,133.0,-147.0,b'PHO1',4.684,0.052,-0.032,b'KIC0',-0.78,0.3,-0.3,b'KIC0',0.558,0.045,-0.049,0.548,0.053,-0.031,b'DSEP',0.0,0.0,0.0,11.088,10.51,10.405,b'N/A',b'none',0.004572516377073963,4360,4.53,0.6872,50.794,2.98,837.03,0.642,0.32299999999999995,0,---,18.425568947296792
36708,0.080723,11017907.0,2.1315875660203095e+18,285.270799285,0.0194,48.57412656589,0.0203,4.4768,0.0216,13.054,0.043,-6.232,0.04,366403.0,167.888,11.778469,189467.0,406.743,12.157556,251816.0,403.306,11.259213,0.898342,-6.98,5.73,5459.0,0.068,0.0335,0.96,0.741,b'2MASS J19010496+4834270',285.27069,48.574169,11.8,5685.0,152.0,-152.0,b'PHO1',4.24,0.27,-0.18,b'KIC0',-0.2,0.3,-0.25,b'KIC0',1.165,0.354,-0.29,0.862,0.122,-0.071,b'DSEP',0.0,0.0,0.0,10.661,10.346,10.264,b'N/A',b'none',0.004824874910650465,5494,4.24,0.9631,14.084000000000001,0.01,16743.18,1.214,0.6719,0,---,0.9746337914264229
36710,0.030026,11017985.0,2.1315867413865897e+18,285.32022857058,0.0201,48.53839622599,0.021,2.9152,0.0223,-13.058,0.046,-16.674,0.04,206173.0,41.9501,12.402787,111529.0,69.6498,12.73292,136655.0,101.587,11.922858,0.810061,6.91,2.11,5867.0,0.025,0.013,0.94,0.953,b'2MASS J19011687+4832184',285.32031,48.53846,12.424,6098.0,164.0,-164.0,b'PHO1',4.282,0.16,-0.131,b'FLK73',-0.32,0.3,-0.3,b'KIC0',1.17,0.237,-0.214,0.956,0.142,-0.107,b'DSEP',0.0,0.0,0.0,11.338,11.094,11.02,b'N/A',b'none',0.007649560922063666,5867,4.19,1.0671,14.912,0.32299999999999995,1893.19,0.6940000000000001,0.4793,0,---,3.423051749940309
36721,3.622224,11019005.0,2.131906355671868e+18,285.91484417014,0.0191,48.55393690107,0.022,1.6227,0.0215,-6.577,0.042,-8.273,0.039,131591.0,34.5669,12.890298,74932.8,90.7377,13.164708,82769.9,60.1211,12.467239,0.697469,8.0,3.59,6335.0,0.029,0.015,1.16,1.936,b'2MASS J19033926+4833162',285.9136,48.554508,13.94,5999.0,162.0,-180.0,b'PHO1',4.418,0.09,-0.195,b'KIC0',-0.22,0.3,-0.3,b'KIC0',1.007,0.289,-0.133,0.967,0.131,-0.118,b'DSEP',0.0,0.0,0.0,12.797,12.473,12.439,b'N/A',b'none',0.013249522400936709,5730,4.42,1.0278,15.873,0.6890000000000001,7522.17,0.598,0.4325,0,---,4.32546911397985
36730,0.125828,11019570.0,2.1311758976974577e+18,286.27472588071,0.022,48.52827932105,0.023,9.3939,0.0234,-20.751,0.049,-67.63,0.047,178746.0,42.0228,12.557773,64574.9,92.5051,13.326228,164694.0,140.519,11.720227,1.606001,-21.72,3.63,4229.43,0.2285,0.1195,0.64,0.116,b'2MASS J19050595+4831428',286.27481,48.52858,12.577,4297.0,116.0,-128.0,b'PHO1',4.62,0.052,-0.021,b'KIC0',-0.08,0.3,-0.3,b'KIC0',0.646,0.036,-0.061,0.634,0.063,-0.051,b'DSEP',0.0,0.0,0.0,10.651,10.023,9.861,b'N/A',b'none',0.0024909781879730464,4126,4.32,0.593,30.2,0.259,2686.56,0.655,0.4509,0,---,0.14431564874297842
36734,0.18378,11020028.0,2.131178990071787e+18,286.60733455259,0.1499,48.5481811732,0.1628,1.3454,0.1653,-3.231,0.335,8.904,0.319,115808.0,225.334,13.029019,50683.5,89.9845,13.589221,97659.4,119.155,12.287635,1.301586,-34.14,6.15,4812.03,,,2.46,2.922,b'2MASS J19062576+4832534',286.60733,48.548191,13.015,4576.0,139.0,-139.0,b'PHO1',4.72,0.048,-0.028,b'KIC0',-1.2,0.3,-0.3,b'KIC0',0.525,0.034,-0.038,0.528,0.04,-0.023,b'DSEP',0.0,0.0,1.0,11.387,10.846,10.721,b'N/A',b'none',0.12286308904415044,4477,4.34,0.6939,2.593,0.015,10321.11,1.185,0.5946,0,---,4.253971932107771
36761,0.092395,11026373.0,2.129476606775408e+18,290.14929807419,0.0108,48.57934185281,0.0123,4.9968,0.0121,-8.886,0.023,7.566,0.022,91539.1,14.4274,13.284349,37063.9,47.2122,13.929011,78340.6,44.8487,12.526953,1.402059,-6.72,3.63,4688.9,0.1478,0.069,0.63,0.174,b'2MASS J19203583+4834455',290.14932,48.579319,13.311,4589.0,124.0,-124.0,b'PHO1',4.588,0.052,-0.024,b'KIC0',-0.08,0.3,-0.3,b'KIC0',0.694,0.045,-0.06,0.681,0.074,-0.05,b'DSEP',0.0,0.0,0.0,11.553,10.997,10.872,b'N/A',b'none',0.0024215497918667946,4400,4.35,0.7033,44.147,4.781000000000001,1639.69,0.52,0.2848,0,---,1.8937245099313464
36762,0.034594,11026407.0,2.1294752323855974e+18,290.1645678898,0.0125,48.51651696161,0.0134,2.4827,0.0133,-2.209,0.027,-14.756,0.025,65460.1,37.2255,13.648423,30514.8,69.6377,14.140114,51212.0,95.7558,12.988492,1.151622,-18.16,13.3,4911.58,0.403,0.198,0.95,0.473,b'2MASS J19203949+4830596',290.16458,48.516571,13.656,4988.0,134.0,-134.0,b'PHO1',4.59,0.072,-0.039,b'KIC0',-0.48,0.3,-0.3,b'KIC0',0.682,0.065,-0.065,0.659,0.084,-0.036,b'DSEP',0.0,0.0,0.0,12.147,11.739,11.56,b'N/A',b'none',0.005357070930841422,4837,4.51,0.7917,19.211,0.053,16346.28,0.723,0.4325,0,---,0.7905122262775485
36765,0.098369,11026612.0,2.1295693050488868e+18,290.26474625364,0.0178,48.55023686857,0.0196,4.9704,0.0202,6.193,0.039,33.228,0.037,233647.0,138.68,12.266967,112676.0,232.295,12.721808,171582.0,301.194,11.675742,1.046065,-11.83,0.82,5107.0,0.091,0.0438,0.81,0.404,b'2MASS J19210352+4833004',290.26471,48.550121,12.276,5262.0,158.0,-142.0,b'PHO1',4.493,0.104,-0.13,b'KIC0',-0.22,0.3,-0.3,b'KIC0',0.815,0.131,-0.098,0.755,0.112,-0.052,b'DSEP',0.0,0.0,0.0,10.973,10.571,10.475,b'N/A',b'none',0.004064059230645421,5107,4.29,0.8619,15.05,0.147,22427.92,1.19,0.685,0,---,1.014617491604009
36809,0.10618,11028964.0,2.1293376216340966e+18,291.51990201019,0.0171,48.53644702969,0.0193,5.5004,0.0214,-11.187,0.038,-26.975,0.032,124083.0,57.5156,12.954087,50807.3,57.9429,13.586572,104730.0,122.695,12.211739,1.374833,-19.35,0.82,4811.23,0.369,0.1637,0.62,0.187,b'2MASS J19260478+4832117',291.51996,48.536591,12.986,4453.0,132.0,-132.0,b'PHO1',4.659,0.052,-0.028,b'KIC0',-0.58,0.3,-0.3,b'KIC0',0.587,0.049,-0.054,0.573,0.063,-0.037,b'DSEP',0.0,0.0,0.0,11.313,10.759,10.639,b'N/A',b'none',0.0038906261362809977,4353,4.6,0.6844,24.353,0.092,16486.35,1.167,0.625,0,---,0.20056388881907683
36814,0.10376,11029516.0,2.129336075445922e+18,291.76245662375,0.0208,48.58672735855,0.0274,7.7366,0.0268,-5.615,0.047,21.243,0.046,2911080.0,571.171,9.52823,1553420.0,2139.41,9.873167,1908100.0,2618.66,9.060417,0.81275,-44.08,0.49,5710.55,0.4215,0.2003,1.42,1.929,b'2MASS J19270298+4835118',291.76245,48.586632,9.553,5845.0,132.0,-146.0,b'PHO1',4.178,0.21,-0.123,b'FLK73',-0.02,0.3,-0.3,b'KIC0',1.352,0.279,-0.31,1.003,0.147,-0.11,b'DSEP',0.0,0.0,0.0,8.517,8.223,8.189,b'N/A',b'none',0.0034640539771992867,5641,4.49,1.003,21.139,0.82,338.82,0.349,0.2789,0,---,0.24049161213346457
36815,0.068989,11029523.0,2.1293351477327724e+18,291.76607570507,0.0187,48.50550747187,0.0217,2.5894,0.0226,-1.282,0.041,18.464,0.041,226929.0,29.0689,12.298642,112034.0,96.0648,12.728015,162913.0,97.2201,11.732033,0.995982,-17.99,0.95,5413.5,0.828,0.406,1.34,1.38,b'2MASS J19270385+4830194',291.76608,48.505409,12.305,5420.0,146.0,-146.0,b'PHO1',4.496,0.085,-0.085,b'FLK73',-0.18,0.3,-0.25,b'KIC0',0.843,0.115,-0.094,0.813,0.096,-0.072,b'DSEP',0.0,0.0,0.0,11.049,10.703,10.611,b'N/A',b'none',0.008727890631034217,5242,4.56,0.8969,46.83,2.8360000000000003,481.52,0.5760000000000001,0.2804,0,---,2.8359639162223296
36874,0.066613,11036966.0,2.1347767982794184e+18,295.13166132479,0.0173,48.57820809913,0.0198,0.7159,0.0201,-1.513,0.037,-2.429,0.035,208956.0,32.5158,12.388229,113888.0,183.353,12.710192,137332.0,94.5844,11.91749,0.792702,-2.53,3.62,5915.0,,,3.81,15.983,b'2MASS J19403160+4834415',295.13168,48.578201,12.442,6215.0,169.0,-188.0,b'PHO1',4.17,0.264,-0.176,b'KIC0',-0.46,0.3,-0.3,b'KIC0',1.327,0.368,-0.368,0.951,0.148,-0.111,b'DSEP',0.0,0.0,0.0,11.377,11.111,11.06,b'N/A',b'none',0.028076547003771476,5959,4.17,1.0945,6.143,0.075,7400.54,0.41200000000000003,0.2698,0,SM2,4.037094710076794
36898,0.097615,11043244.0,2.0867269418533038e+18,297.41445518877,0.0147,48.53007220623,0.0164,10.1883,0.017,-22.341,0.031,33.958,0.029,97666.7,24.4395,13.213999,29142.2,131.698,14.190083,103600.0,179.727,12.223522,1.96656,-21.01,1.04,3786.75,0.3393,0.1677,0.62,0.072,b'2MASS J19493951+4831477',297.41464,48.529919,13.184,4012.0,140.0,-154.0,b'KIC0',4.646,0.06,-0.02,b'KIC0',0.16,0.25,-0.3,b'KIC0',0.618,0.034,-0.069,0.616,0.048,-0.066,b'DSEP',0.0,0.0,0.0,10.953,10.286,10.131,b'N/A',b'none',0.001668580626797405,3859,4.51,0.4877,25.894000000000002,0.217,4829.11,1.044,0.6207,0,---,2.7433916442292814
36900,0.033226,11043281.0,2.0867270792922614e+18,297.42765009856,0.0231,48.54274288559,0.0263,2.5177,0.0269,6.785,0.047,-7.032,0.045,144704.0,38.4436,12.787165,75802.5,94.5011,13.15218,98876.7,92.2261,12.274184,0.877996,-7.54,3.21,5592.0,0.0997,0.051,1.02,0.914,b'2MASS J19494262+4832340',297.42761,48.542782,12.834,5936.0,162.0,-148.0,b'PHO1',4.176,0.247,-0.133,b'FLK73',-0.38,0.35,-0.25,b'KIC0',1.277,0.263,-0.322,0.893,0.133,-0.078,b'DSEP',0.0,0.0,0.0,11.678,11.383,11.346,b'N/A',b'none',0.010684354768240855,5681,4.23,1.0141,12.708,0.085,6306.77,1.148,0.6582,0,---,1.3188487434739855
36981,0.081175,11072472.0,2.1315879096155213e+18,285.26180045231,0.2174,48.61457961463,0.2187,6.4422,0.2293,-30.093,0.462,-112.896,0.446,1053790.0,590.729,10.631478,525701.0,461.945,11.049541,763920.0,572.496,10.0543,0.995241,12.44,0.7,5349.0,0.606,0.2987,1.19,1.043,b'2MASS J19010288+4836542',285.26202,48.615082,10.619,5191.0,157.0,-157.0,b'PHO1',4.626,0.066,-0.039,b'FLK73',-0.92,0.3,-0.3,b'KIC0',0.637,0.055,-0.05,0.626,0.059,-0.024,b'DSEP',0.0,0.0,0.0,9.318,8.893,8.817,b'N/A',b'none',0.03559343081555991,5067,4.56,0.8516,28.799,0.898,1080.84,0.55,0.3878,0,---,0.31333148410095335
36987,0.039233,11073194.0,2.1319190301175954e+18,285.70304732463,0.0205,48.60622182865,0.0243,3.1674,0.0221,-4.007,0.044,-8.246,0.045,196504.0,38.1951,12.454937,103686.0,131.733,12.812089,132981.0,84.5416,11.952448,0.859641,-16.46,2.25,5813.25,0.017,0.011,0.87,0.772,b'2MASS J19024873+4836225',285.70306,48.606251,12.471,5876.0,147.0,-162.0,b'PHO1',4.291,0.209,-0.171,b'KIC0',-0.2,0.3,-0.3,b'KIC0',1.14,0.312,-0.227,0.927,0.132,-0.096,b'DSEP',0.0,0.0,0.0,11.411,11.072,11.006,b'N/A',b'none',0.006977331565321715,5655,4.29,1.0069,18.021,0.455,2920.66,0.8270000000000001,0.5251,0,---,0.6316629552824323
36995,0.112794,11073910.0,2.1319278648681385e+18,286.11569019215,0.3235,48.61523962897,0.3208,1.971,0.3476,-6.574,0.705,-19.633,0.658,418317.0,293.253,11.634603,214970.0,414.087,12.020445,292614.0,428.647,11.096182,0.924263,0.04,5.01,5423.5,,,2.37,4.384,b'2MASS J19042776+4836551',286.11569,48.615311,11.701,5593.0,151.0,-151.0,b'PHO1',4.603,0.034,-0.136,b'KIC0',-0.44,0.3,-0.3,b'KIC0',0.748,0.153,-0.054,0.819,0.089,-0.081,b'DSEP',0.0,0.0,0.0,10.48,10.062,9.982,b'N/A',b'none',0.17635717909690513,5381,4.63,0.9332,2.064,0.011000000000000001,14268.82,1.375,0.6833,0,---,1.4339727824250406
36997,0.061995,11074131.0,2.131929475478052e+18,286.24700034416,0.0195,48.6970142975,0.0252,0.6713,0.0252,-4.543,0.042,-3.63,0.051,268850.0,127.329,12.114593,140313.0,278.966,12.483642,184503.0,257.066,11.596913,0.886728,-16.24,0.74,5491.33,,,5.43,24.114,b'2MASS J19045928+4841493',286.24701,48.697041,12.118,5731.0,169.0,-152.0,b'PHO1',4.499,0.117,-0.143,b'KIC0',-0.9,0.35,-0.3,b'KIC0',0.781,0.141,-0.103,0.701,0.086,-0.029,b'DSEP',0.0,0.0,0.0,10.982,10.629,10.564,b'N/A',b'none',0.03753910323253389,5511,4.33,0.9677,17.096,0.01,12339.59,1.145,0.6307,0,---,11.369235858642982
37030,0.035061,11080503.0,2.1294923735944476e+18,289.90574620964,0.0421,48.64876529402,0.0457,2.5179,0.0457,-8.633,0.088,-16.61,0.075,402488.0,105.732,11.676484,221110.0,308.908,11.989866,261998.0,173.429,11.216175,0.773691,-1.04,1.08,5955.0,,,1.48,2.484,b'2MASS J19193739+4838558',289.90579,48.648842,11.73,6158.0,168.0,-186.0,b'PHO1',4.464,0.063,-0.147,b'FLK73',-0.22,0.25,-0.35,b'KIC0',0.98,0.218,-0.109,1.014,0.124,-0.124,b'DSEP',0.0,0.0,0.0,10.686,10.436,10.344,b'N/A',b'none',0.018150045672981452,5914,4.0,1.081,24.070999999999998,2.135,667.69,0.8440000000000001,0.46299999999999997,0,---,1.2761119992021697
37041,0.096093,11081377.0,2.1295242637315876e+18,290.38851438898,0.0129,48.6144084216,0.0132,9.0865,0.0138,11.638,0.029,-3.069,0.027,89994.9,61.8448,13.302821,28691.2,98.0541,14.207018,90223.3,137.145,12.373624,1.833394,-27.91,3.87,4268.08,0.0115,0.0067,,,b'2MASS J19213322+4836518',290.38846,48.614399,13.313,4056.0,141.0,-155.0,b'KIC0',4.648,0.06,-0.02,b'KIC0',0.02,0.25,-0.3,b'KIC0',0.61,0.038,-0.07,0.604,0.057,-0.063,b'DSEP',0.0,0.0,5.0,11.185,10.522,10.367,b'N/A',b'none',0.0015187365872448139,3905,4.55,0.5055,9.812000000000001,0.009000000000000001,39185.52,1.5490000000000002,0.7746,0,---,0.3833286563685558
37066,0.038868,11083496.0,2.12935222452294e+18,291.53921661084,0.0141,48.69291524455,0.0209,5.5743,0.0225,0.238,0.03,10.808,0.031,91927.7,23.8735,13.27975,36668.6,62.0529,13.940652,79648.6,74.528,12.508974,1.431678,4.64,2.64,4622.33,0.254,0.144,0.59,0.143,b'2MASS J19260940+4841343',291.53922,48.692879,13.335,4377.0,131.0,-131.0,b'PHO1',4.666,0.056,-0.028,b'KIC0',-0.58,0.3,-0.3,b'KIC0',0.577,0.05,-0.05,0.562,0.061,-0.038,b'DSEP',0.0,0.0,0.0,11.569,10.959,10.859,b'N/A',b'none',0.004036381249663635,4283,4.52,0.6561,24.311,0.1,4989.09,0.818,0.5131,0,---,1.1165670588471681
37085,0.019753,11084861.0,2.129667951860691e+18,292.23853292667,0.0173,48.69117066752,0.0196,3.3739,0.0198,-3.558,0.037,-19.853,0.039,179855.0,73.879,12.551057,92536.3,151.23,12.935608,124587.0,129.492,12.023239,0.912369,1.88,5.26,5544.0,0.031,0.0153,0.86,0.635,b'2MASS J19285725+4841285',292.23856,48.691261,12.557,5830.0,140.0,-158.0,b'PHO1',4.232,0.22,-0.18,b'KIC0',-0.06,0.3,-0.3,b'KIC0',1.248,0.349,-0.317,0.97,0.14,-0.102,b'DSEP',0.0,0.0,0.0,11.431,11.116,11.019,b'N/A',b'none',0.005868579388837844,5593,4.23,0.9898,7.479,0.011000000000000001,15538.75,1.213,0.6704,0,---,0.3620653667740074
37102,0.214451,11086321.0,2.1289315883082532e+18,292.95839233986,0.02,48.63405022982,0.0222,4.5128,0.0235,-2.729,0.045,-32.882,0.041,295032.0,80.7886,12.013695,147896.0,232.593,12.426494,213442.0,296.519,11.438722,0.987772,-7.93,0.81,5342.0,0.1287,0.057,0.9,0.596,b'2MASS J19315001+4838033',292.9584,48.634251,12.025,5457.0,82.0,-82.0,b'SPE68',4.548,0.019,-0.11,b'SPE68',0.2,0.15,-0.15,b'SPE68',0.869,0.105,-0.035,0.974,0.029,-0.07,b'DSEP',0.0,0.0,0.0,10.728,10.363,10.305,b'N/A',b'none',0.005207410033681971,5337,3.76,0.9216,29.073,1.454,2211.09,0.514,0.33299999999999996,0,---,0.516169445955139
37110,0.068077,11086906.0,2.1289180892291543e+18,293.25910390703,0.0131,48.68346790191,0.0144,2.2536,0.0138,-16.966,0.03,-12.434,0.029,90573.2,15.5045,13.295867,45296.1,61.1733,13.711236,64630.9,62.3839,12.735819,0.975417,-15.48,5.03,5356.0,0.2355,0.1235,0.99,0.732,b'2MASS J19330221+4841007',293.25922,48.68354,13.292,5758.0,154.0,-171.0,b'PHO1',4.375,0.101,-0.188,b'KIC0',0.28,0.15,-0.3,b'KIC0',1.108,0.309,-0.166,1.061,0.111,-0.111,b'DSEP',0.0,0.0,0.0,12.086,11.755,11.699,b'N/A',b'none',0.006123535676251331,5509,4.37,0.9671,29.177,0.485,4046.8,0.522,0.317,0,---,4.952266758095003
37126,0.04838,11088118.0,2.1289637533205688e+18,293.80933682663,0.0129,48.62061170809,0.0155,6.1777,0.0149,4.456,0.029,-6.666,0.032,67236.1,22.1771,13.619359,23396.6,44.4716,14.428506,63906.1,59.6113,12.748064,1.680442,5.29,1.36,4190.3,0.023,0.006,0.61,0.104,b'2MASS J19351423+4837142',293.8093,48.620628,13.608,4205.0,126.0,-126.0,b'PHO1',4.635,0.053,-0.021,b'KIC0',-0.1,0.3,-0.3,b'KIC0',0.624,0.04,-0.06,0.614,0.061,-0.055,b'DSEP',0.0,0.0,0.0,11.648,10.998,10.864,b'N/A',b'none',0.0024119008692555484,4062,4.54,0.5674,12.554,0.076,18835.07,0.846,0.4757,0,---,0.2102221584654869
37173,0.009316,11099060.0,2.0865550400860452e+18,298.16893427119,0.0223,48.61589802559,0.0243,2.4678,0.0266,8.926,0.051,0.105,0.046,140226.0,82.5654,12.821293,75376.3,167.813,13.158301,93266.7,138.875,12.337603,0.820699,5.69,3.55,5800.0,0.0422,0.009,0.94,0.908,b'2MASS J19524053+4836572',298.16888,48.615898,12.882,6154.0,171.0,-193.0,b'PHO1',4.416,0.072,-0.217,b'KIC0',-0.1,0.25,-0.35,b'KIC0',1.053,0.358,-0.119,1.049,0.167,-0.125,b'DSEP',0.0,0.0,0.0,11.74,11.477,11.423,b'N/A',b'none',0.010778831347759137,5870,4.41,1.068,7.183,0.005,18312.81,1.393,0.7411,0,---,0.6770178101949184
37232,0.095844,11127499.0,2.131185350923372e+18,286.35339109086,0.0195,48.76965089149,0.0252,9.9692,0.0251,26.927,0.042,96.378,0.047,149065.0,34.303,12.754926,50024.3,87.8154,13.603436,143900.0,111.237,11.86677,1.736666,-32.24,1.05,4114.53,0.206,0.1052,0.6,0.092,b'2MASS J19052476+4846092',286.35318,48.769249,12.758,4147.0,110.0,-123.0,b'PHO1',4.635,0.052,-0.02,b'KIC0',0.0,0.25,-0.3,b'KIC0',0.628,0.034,-0.058,0.62,0.051,-0.057,b'DSEP',0.0,0.0,0.0,10.731,10.095,9.923,b'N/A',b'none',0.002517754684428038,4007,4.57,0.5456,22.644000000000002,1.287,1017.15,0.7170000000000001,0.4384,0,---,0.1238390795071073
37233,0.21417,11127820.0,2.1311824647052938e+18,286.58687571641,0.0173,48.73162295177,0.018,4.4169,0.0183,9.363,0.036,14.244,0.034,367161.0,76.6591,11.776223,196332.0,247.656,12.118909,246026.0,176.385,11.284469,0.83444,-11.37,0.64,5804.0,0.0425,0.0195,0.85,0.742,b'2MASS J19062081+4843535',286.58673,48.731541,11.84,5866.0,131.0,-160.0,b'PHO1',4.516,0.048,-0.204,b'KIC0',-0.06,0.25,-0.3,b'KIC0',0.917,0.275,-0.092,1.005,0.116,-0.127,b'DSEP',0.0,0.0,0.0,10.747,10.414,10.386,b'N/A',b'none',0.004143177341574407,5621,4.59,0.9975,15.11,0.161,4405.68,0.758,0.5085,0,---,0.32816195631347334
37236,0.112902,11128041.0,2.1312637598455818e+18,286.74693868165,0.0196,48.72425338821,0.0207,5.0595,0.0208,4.806,0.041,-15.655,0.038,937444.0,275.278,10.758502,500878.0,410.127,11.102058,620438.0,476.912,10.280175,0.821883,4.06,3.83,5649.0,0.2682,0.129,1.26,1.459,b'2MASS J19065925+4843276',286.74689,48.72435,10.788,5913.0,133.0,-162.0,b'PHO1',4.581,0.034,-0.136,b'FLK73',-0.5,0.25,-0.3,b'KIC0',0.795,0.158,-0.063,0.898,0.077,-0.116,b'DSEP',0.0,0.0,0.0,9.722,9.426,9.344,b'N/A',b'none',0.004111078169779622,5674,4.47,1.0121,7.345,0.08199999999999999,5305.92,1.113,0.6307,0,---,0.2726521329781352
37387,0.093383,11145242.0,2.134737804274818e+18,295.41162646641,0.0214,48.74017175153,0.0203,3.7811,0.022,-28.136,0.045,-15.527,0.042,121106.0,37.7697,12.980447,54052.8,64.4959,13.519343,95918.2,68.9832,12.307167,1.212176,-35.25,2.49,4930.14,0.552,0.274,0.84,0.375,b'2MASS J19413884+4844249',295.41183,48.740261,12.989,4851.0,146.0,-131.0,b'PHO1',4.635,0.06,-0.035,b'KIC0',-0.68,0.35,-0.3,b'KIC0',0.623,0.055,-0.05,0.611,0.07,-0.03,b'DSEP',0.0,0.0,0.0,11.417,10.911,10.82,b'N/A',b'none',0.005818412631244876,4714,4.31,0.7591,29.895,0.198,1713.34,0.8540000000000001,0.5086,0,---,3.71732577500778
37439,0.07769,11153346.0,2.0869297673909245e+18,298.38228974337,0.0104,48.74824265307,0.0118,5.6768,0.0125,-0.457,0.023,5.506,0.023,104958.0,41.4013,13.135823,43274.2,53.2068,13.760817,88354.8,128.449,12.396345,1.364471,4.66,9.9,4919.86,0.127,0.052,0.52,0.145,b'2MASS J19533174+4844536',298.38226,48.748219,13.169,4600.0,123.0,-137.0,b'PHO1',4.622,0.054,-0.027,b'KIC0',-0.38,0.3,-0.3,b'KIC0',0.64,0.051,-0.057,0.625,0.076,-0.044,b'DSEP',0.0,0.0,0.0,11.451,10.884,10.792,b'N/A',b'none',0.0022019447576099214,4430,4.36,0.6805,17.489,0.051,11715.41,1.286,0.6948,0,---,0.8598923762866933
37447,0.09873,11154102.0,2.08688726439471e+18,298.66742967535,0.0191,48.74404864222,0.0234,1.66,0.0226,0.768,0.043,0.65,0.045,130313.0,31.3914,12.9009,68298.9,89.6861,13.265353,88966.5,57.5692,12.388854,0.876499,-11.68,2.6,5582.67,0.563,0.249,1.47,1.895,b'2MASS J19544017+4844386',298.66739,48.744061,12.948,5880.0,158.0,-176.0,b'PHO1',4.518,0.037,-0.212,b'KIC0',-0.06,0.25,-0.3,b'KIC0',0.917,0.282,-0.094,1.01,0.127,-0.127,b'DSEP',0.0,0.0,1.0,11.78,11.483,11.42,b'N/A',b'none',0.0136144578313253,5634,4.54,1.0011,0.535,0.003,25766.07,0.7170000000000001,0.4156,0,---,0.7640994436113082
37464,0.03111,11178080.0,2.131796022254638e+18,284.55345540492,0.0198,48.82003719484,0.0264,5.0047,0.0233,5.409,0.042,24.101,0.048,380918.0,98.7262,11.736287,193520.0,247.493,12.134572,266463.0,200.874,11.19783,0.936742,-12.64,0.81,5386.0,0.024,0.0112,0.91,0.622,b'2MASS J18581281+4849117',284.55341,48.819939,11.763,5609.0,152.0,-152.0,b'PHO1',4.444,0.088,-0.121,b'FLK73',-0.02,0.3,-0.3,b'KIC0',0.947,0.176,-0.117,0.909,0.094,-0.085,b'DSEP',0.0,0.0,0.0,10.54,10.22,10.122,b'N/A',b'none',0.004655623713709114,5404,4.23,0.9392,22.009,1.455,3245.95,0.72,0.4867,0,---,0.5020985284332022
